UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS_x,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_290,-123.6097464,45.52801124,8/9/06 0:00,Debris Flow,61,78,82,15,57,71,290,4,55,42,59,0,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,basalt,82,11.09191
LS_291,-123.6058698,45.53130857,8/9/06 0:00,Debris Flow,61,78,82,15,57,71,290,4,55,42,59,0,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,basalt,82,16.37589
LS_293,-123.4538799,45.60671657,7/1/08 0:00,Landslide,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,90,22.77004
LS_295,-123.4463289,45.60555992,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,41,26.85668
LS_297,-123.4436671,45.60526354,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,41,21.94586
LS_299,-123.4377754,45.60763042,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,basaltic sandstone,81,17.12274
LS_301,-123.435874,45.60851791,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,basaltic sandstone,82,25.72802
LS_302,-123.4343027,45.60867891,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,basaltic sandstone,21,18.73352
LS_303,-123.4278936,45.61050765,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,basaltic sandstone,82,8.89793
LS_304,-123.4238938,45.61216938,7/1/08 0:00,Fill Failure,61,96,83,8,55,67,308,1,48,45,51,0,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,basaltic sandstone,82,23.86251
LS_306,-123.416015,45.62123412,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,15.00527
LS_308,-123.4124535,45.62068062,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,30.70727
LS_309,-123.4096193,45.62017119,7/2/08 0:00,Landslide,65,87,86,8,57,71,19,1,52,37,55,0,T,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,52,24.58742
LS_310,-123.4065863,45.62085767,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,22,29.30939
LS_312,-123.4052018,45.62068474,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,23.02051
LS_313,-123.4047751,45.62060006,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,20.60644
LS_314,-123.4038887,45.62057879,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,22,24.49555
LS_318,-123.3869829,45.61682087,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,52,20.61225
LS_320,-123.3859212,45.61712539,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,28.67613
LS_321,-123.3851138,45.6174887,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,41,26.49217
LS_322,-123.3844272,45.61790562,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,7.15983
LS_325,-123.3827839,45.61909213,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,18.58553
LS_326,-123.3818729,45.61967757,7/2/08 0:00,Fill Failure,65,87,86,8,57,71,19,1,52,37,55,0,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,basalt,82,16.70755
LS_327,-123.3804521,45.62017347,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,22,8.25133
LS_328,-123.3728818,45.62517321,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,41,21.55597
LS_329,-123.3720162,45.6255796,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,21,20.48201
LS_330,-123.3709605,45.62607556,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,81,21.21933
LS_331,-123.3698133,45.6267415,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,41,15.17478
LS_332,-123.3695069,45.62711366,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,81,14.2081
LS_333,-123.3690938,45.62842727,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,81,14.51872
LS_334,-123.3641665,45.63152487,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,12.14645
LS_335,-123.3630418,45.63206845,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,81,6.46007
LS_336,-123.3613537,45.63323149,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,81,15.44865
LS_337,-123.3609445,45.63343954,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,52,14.25428
LS_338,-123.3590366,45.63497886,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,41,20.23002
LS_339,-123.3576913,45.6373012,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,21,12.04635
LS_341,-123.3550023,45.6412342,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,No data,basalt,82,12.48432
LS_342,-123.025247,43.32372712,10/6/08 0:00,Fill Failure,54,100,79,9,51,66,150,2,45,30,52,0,0.01,Tvs,"Volcanolithic sandstone, conglomerate, and laharic breccia",volcaniclastic rocks,Eocene,Early Western Cascade Volcanics,No data,No data,mixed lithologies,0,0
LS_348,-123.0010204,43.32974787,9/25/08 0:00,Fill Failure,54,82,70,9,47,62,2,3,44,42,52,0,0,Tc,Colestin Formation,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,mixed lithologies,0,20.91463
LS_350,-122.9937731,43.32424506,9/25/08 0:00,Fill Failure,54,82,70,9,47,62,2,3,44,42,52,0,0,Tc,Colestin Formation,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,mixed lithologies,0,21.61227
LS_351,-122.9721956,43.31692243,9/25/08 0:00,Debris Flow,54,82,70,9,47,62,2,3,44,42,52,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,4.61999
LS_352,-122.9687507,43.31508638,9/25/08 0:00,Fill Failure,54,82,70,9,47,62,2,3,44,42,52,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,20.13756
LS_354,-122.9654713,43.30994672,9/25/08 0:00,Landslide,54,82,70,9,47,62,2,3,44,42,52,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,24.37264
LS_355,-122.9619686,43.30816275,9/25/08 0:00,Fill Failure,54,82,70,9,47,62,2,3,44,42,52,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,19.86934
LS_356,-122.9554152,43.30401191,9/25/08 0:00,Landslide,54,82,70,9,47,62,2,3,44,42,52,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,17.36642
LS_358,-122.9529727,43.30229234,9/25/08 0:00,Fill Failure,54,82,70,9,47,62,2,3,44,42,52,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,19.2484
LS_360,-122.9448691,43.29954862,9/24/08 0:00,Fill Failure,45,83,82,8,41,64,337,1,33,18,46,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,17.94463
LS_362,-122.9430166,43.29979237,9/24/08 0:00,Fill Failure,45,83,82,8,41,64,337,1,33,18,46,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,13.69544
LS_363,-122.941459,43.30001238,9/24/08 0:00,Fill Failure,45,83,82,8,41,64,337,1,33,18,46,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,13.35927
LS_366,-122.9377907,43.29960439,9/24/08 0:00,Fill Failure,45,83,82,8,41,64,337,1,33,18,46,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,16.50778
LS_367,-122.9367631,43.29931179,9/24/08 0:00,Landslide,45,83,82,8,41,64,337,1,33,18,46,0,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,tuff,0,18.80712
LS_368,-120.3293335,42.25306055,7/19/07 0:00,Landslide,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,15.02513
LS_369,-120.3203627,42.2499469,7/19/07 0:00,Landslide,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,21.12207
LS_370,-120.3202269,42.24987921,7/19/07 0:00,Fill Failure,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,21.25635
LS_371,-120.3196022,42.25012169,7/19/07 0:00,Landslide,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,19.60214
LS_372,-120.309954,42.24313566,7/19/07 0:00,Landslide,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,10.38068
LS_373,-120.3087094,42.24157542,7/19/07 0:00,Fill Failure,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,19.30067
LS_374,-120.2987137,42.2378649,7/19/07 0:00,Fill Failure,43,76,73,15,36,57,166,6,30,20,41,0,0,Tmt,Tuffs,volcaniclastic rocks,Miocene,Neogene volcanic rocks,No data,No data,felsic composition lithologies,0,31.43635
LS_375,-119.9991855,42.18810729,7/18/07 0:00,Debris Flow,46,67,68,18,40,60,186,7,34,39,53,0,0.43,Tts,"Tuffaceous sedimentary rocks, tuffs and silicic flows",terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,tuffaceous sedimentary rocks,,13.9481
LS_376,-119.9917261,42.18520424,7/18/07 0:00,Debris Flow,46,67,68,18,40,60,186,7,34,39,53,0,0.43,Tts,"Tuffaceous sedimentary rocks, tuffs and silicic flows",terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,tuffaceous sedimentary rocks,,10.58062
LS_377,-119.9855747,42.18278337,7/18/07 0:00,Debris Flow,46,67,68,18,40,60,186,7,34,39,53,0,0.43,Tts,"Tuffaceous sedimentary rocks, tuffs and silicic flows",terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,tuffaceous sedimentary rocks,,11.31012
LS_379,-119.9752525,42.1811103,7/18/07 0:00,Debris Flow,46,67,68,18,40,60,186,7,34,39,53,0,0.43,Tts,"Tuffaceous sedimentary rocks, tuffs and silicic flows",terrestrial sedimentary rocks,Miocene,Neogene sedimentary rocks,No data,No data,tuffaceous sedimentary rocks,,3.33532
LS_384,-123.353337,45.64188656,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,10.0052
LS_385,-123.3517294,45.64281682,7/7/08 0:00,Fill Failure,56,93,82,14,52,66,326,6,48,33,49,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,12.80175
LS_386,-123.3496275,45.64440059,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,22,10.81462
LS_387,-123.3453008,45.64571764,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,81,10.78099
LS_388,-123.3397517,45.64887993,7/8/08 0:00,Landslide,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,21,10.58962
LS_389,-123.3393995,45.64889838,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,10.01889
LS_390,-123.3363863,45.64903806,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,41,11.58978
LS_391,-123.3356952,45.64909886,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,13.85763
LS_392,-123.3319556,45.64860053,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,basalt,81,17.99399
LS_393,-123.3096041,45.65332049,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,10.90653
LS_394,-123.3087535,45.65385318,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,2.61659
LS_395,-123.2043995,45.61975084,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,82,4.61871
LS_396,-123.203941,45.61954289,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,41,4.00504
LS_397,-123.2009349,45.61744752,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,82,27.73775
LS_398,-123.1768072,45.61480831,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,0
LS_399,-123.1755579,45.61472529,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,82,0.92567
LS_400,-123.1744409,45.61465146,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,42,6.08663
LS_401,-123.1734805,45.61458731,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,82,5.47742
LS_402,-123.1718085,45.61447742,7/8/08 0:00,Fill Failure,56,89,91,18,51,71,340,7,45,21,50,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,21,3.48691
LS_403,-123.1666182,45.61402888,7/9/08 0:00,Fill Failure,57,86,90,18,51,73,323,9,41,27,55,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,21,2.75792
LS_404,-123.1586925,45.61132969,7/9/08 0:00,Fill Failure,57,86,90,18,51,73,323,9,41,27,55,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,82,2.61659
LS_405,-123.1542575,45.6111069,7/9/08 0:00,Fill Failure,57,86,90,18,51,73,323,9,41,27,55,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,52,5.61308
LS_406,-123.1515886,45.61116493,7/9/08 0:00,Fill Failure,57,86,90,18,51,73,323,9,41,27,55,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,3.48691
LS_407,-123.148925,45.6111243,7/9/08 0:00,Fill Failure,57,86,90,18,51,73,323,9,41,27,55,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,81,0
LS_408,-123.7423185,45.06208266,8/21/07 0:00,Fill Failure,61,96,79,14,58,69,238,4,55,47,59,0,T,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,slope mudstone,82,10.29749
